StudentID,English_Language,Mathematics,Biology,Chemistry,Physics,Economics,Government,Literature,Geography,Computer_Studies,Technical_Drawing,Further_Mathematics,Agricultural_Science,Study_Habits,Analytical_Thinking,Creative_Thinking,Communication_Skills,Practical_Skills,Science_Club,Debate_Club,Learning_Style,Gender,Career_Path
STU1122,59,75,72,73,77,54,36,52,77,85,80,54,93,3,8,4,7,7,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU1123,67,75,89,94,89,62,71,54,97,60,86,77,90,9,7,8,6,7,0,0,Naturalistic,Male,Natural_Sciences
STU1124,72,75,88,92,74,51,74,65,79,49,68,75,88,9,10,3,4,6,1,1,Naturalistic,Female,Natural_Sciences
STU1125,85,78,80,58,57,81,86,89,96,87,56,51,80,8,4,5,7,4,0,0,Naturalistic,Male,Education
STU1126,97,66,57,55,63,87,79,75,78,50,32,44,57,8,3,6,8,6,0,1,Naturalistic,Female,Social_Sciences
STU1127,60,88,62,67,88,89,65,39,90,84,60,85,70,5,8,9,5,7,0,0,Logical-Mathematical,Male,Computer_Science
STU1128,71,92,86,53,83,87,67,69,57,85,77,34,86,6,6,7,10,6,1,0,Interpersonal,Male,Business
STU1129,70,85,60,51,62,90,93,53,67,76,49,38,41,8,3,4,8,5,0,0,Bodily-Kinesthetic,Female,Business
STU1130,63,74,100,86,63,33,75,68,65,92,36,71,61,9,8,5,5,10,1,1,Naturalistic,Male,Medicine
STU1131,89,69,69,61,46,82,91,83,43,58,57,46,73,9,8,4,10,8,0,0,Verbal-Linguistic,Female,Law
STU1132,72,65,58,53,43,65,52,88,58,50,75,40,72,5,6,8,6,8,1,1,Intrapersonal,Female,Arts_Humanities
STU1133,68,85,69,51,95,66,63,68,66,86,82,81,50,6,7,8,4,7,0,1,Naturalistic,Female,Computer_Science
STU1134,71,82,85,76,64,62,66,59,28,65,51,72,66,10,7,6,8,9,1,0,Naturalistic,Male,Medicine
STU1135,85,48,80,71,54,48,73,83,54,77,58,59,82,6,4,7,7,6,0,0,Verbal-Linguistic,Female,Education
STU1136,77,85,79,67,90,57,62,75,65,87,78,86,74,8,10,9,3,5,0,1,Logical-Mathematical,Male,Computer_Science
STU1137,43,86,88,84,92,66,57,62,92,55,50,80,95,8,9,7,3,7,0,1,Naturalistic,Male,Natural_Sciences
STU1138,96,57,81,53,56,81,49,87,64,63,52,53,74,9,6,7,3,6,0,1,Verbal-Linguistic,Male,Arts_Humanities
STU1139,77,57,66,48,60,60,62,83,89,68,59,32,64,6,8,7,8,6,1,1,Verbal-Linguistic,Female,Arts_Humanities
STU1140,86,74,75,57,47,89,91,81,70,51,56,51,73,7,5,6,9,5,0,0,Verbal-Linguistic,Female,Social_Sciences
STU1141,65,67,91,97,75,61,65,68,90,63,55,84,95,5,10,4,3,6,1,0,Naturalistic,Female,Natural_Sciences
STU1142,90,82,94,51,45,89,76,56,53,85,63,47,70,5,4,5,7,7,1,1,Interpersonal,Male,Business
STU1143,92,59,76,88,54,86,69,96,78,64,66,32,72,3,3,3,10,7,1,0,Logical-Mathematical,Female,Education
STU1144,100,43,68,69,64,89,82,81,84,64,54,27,63,7,6,7,10,6,1,1,Verbal-Linguistic,Female,Social_Sciences
STU1145,65,75,91,93,64,67,79,39,75,78,65,81,57,9,4,5,8,7,0,0,Bodily-Kinesthetic,Female,Medicine
STU1146,73,87,90,87,100,77,73,35,80,72,55,94,88,3,8,4,7,3,1,0,Naturalistic,Male,Natural_Sciences
STU1147,85,61,69,45,26,77,85,81,66,43,53,16,65,9,9,5,7,4,0,0,Verbal-Linguistic,Male,Law
STU1148,79,72,64,47,66,82,85,91,66,76,50,65,70,3,3,3,10,6,1,0,Verbal-Linguistic,Female,Education
STU1149,55,88,83,82,77,69,51,57,87,78,68,80,72,4,7,6,4,4,1,0,Naturalistic,Female,Natural_Sciences
STU1150,58,82,94,91,88,69,52,40,83,53,55,80,80,4,7,6,5,3,1,1,Naturalistic,Female,Natural_Sciences
STU1151,73,77,68,35,57,78,86,80,86,59,65,56,84,4,5,8,10,3,0,0,Verbal-Linguistic,Male,Education
STU1152,67,94,94,81,87,65,61,61,80,69,77,85,86,4,8,7,3,4,1,0,Naturalistic,Female,Natural_Sciences
STU1153,84,65,73,78,58,65,76,79,71,86,73,29,86,7,5,4,8,8,0,1,Verbal-Linguistic,Male,Education
STU1154,82,64,80,57,67,67,70,84,69,73,60,68,86,4,6,4,10,7,1,0,Verbal-Linguistic,Male,Education
STU1155,92,39,85,80,58,83,94,75,93,65,53,55,63,5,7,4,7,4,0,1,Intrapersonal,Female,Social_Sciences
STU1156,76,50,57,71,64,59,78,87,56,58,56,63,62,7,10,7,8,7,1,1,Verbal-Linguistic,Male,Law
STU1157,73,75,64,82,93,86,41,40,74,89,82,82,79,10,10,4,4,10,1,0,Visual-Spatial,Female,Engineering
STU1158,49,92,87,100,80,80,95,61,87,76,63,87,95,4,7,4,4,5,1,1,Naturalistic,Male,Natural_Sciences
STU1159,82,74,90,86,100,38,68,64,78,61,72,91,70,5,7,8,6,4,0,1,Naturalistic,Female,Natural_Sciences
STU1160,47,82,64,56,100,69,60,71,65,90,58,77,57,8,8,8,7,3,1,0,Logical-Mathematical,Male,Computer_Science
STU1161,76,98,91,98,87,62,60,67,89,47,72,87,80,3,10,8,3,7,0,1,Interpersonal,Male,Natural_Sciences
STU1162,46,93,81,94,80,72,64,66,60,86,87,78,73,7,9,7,7,9,1,0,Intrapersonal,Female,Engineering
STU1163,66,52,70,56,49,90,82,60,79,81,51,28,52,4,4,5,7,8,0,0,Interpersonal,Male,Business
STU1164,86,72,58,38,40,79,86,87,48,74,37,37,72,10,7,4,9,8,0,1,Verbal-Linguistic,Male,Law
STU1165,62,88,63,80,92,64,64,71,42,89,79,100,59,9,7,3,7,7,1,0,Visual-Spatial,Female,Engineering
STU1166,61,91,89,93,75,77,75,58,86,78,72,87,89,4,8,6,4,6,1,0,Naturalistic,Male,Natural_Sciences
STU1167,72,96,80,86,81,57,63,51,79,73,65,89,94,6,9,5,5,8,1,1,Naturalistic,Male,Natural_Sciences
STU1168,85,54,68,53,57,60,67,92,81,52,51,76,75,8,7,9,7,4,0,1,Verbal-Linguistic,Male,Arts_Humanities
STU1169,86,76,67,71,78,72,76,55,59,87,59,89,96,7,9,9,8,8,0,0,Logical-Mathematical,Male,Computer_Science
STU1170,93,77,87,80,74,75,74,58,57,70,56,79,79,7,3,4,8,9,0,0,Visual-Spatial,Male,Medicine
STU1171,84,60,90,51,56,80,91,80,86,76,73,58,53,7,5,3,7,3,0,1,Intrapersonal,Male,Social_Sciences
STU1172,58,62,68,77,88,59,46,72,63,73,84,73,88,9,4,7,4,10,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU1173,83,88,76,52,46,76,62,90,70,79,37,56,63,3,4,8,8,4,0,0,Bodily-Kinesthetic,Female,Education
STU1174,76,70,83,86,76,45,54,73,78,90,54,71,34,9,7,7,6,10,1,0,Naturalistic,Male,Medicine
STU1175,98,67,82,71,48,79,63,98,71,95,49,39,72,6,8,8,7,3,0,0,Verbal-Linguistic,Female,Education
STU1176,80,54,44,60,58,66,55,96,75,53,58,53,45,3,6,7,7,5,0,1,Verbal-Linguistic,Male,Arts_Humanities
STU1177,72,44,46,62,61,80,96,92,65,65,47,75,63,7,10,8,8,4,0,1,Verbal-Linguistic,Male,Law
STU1178,90,78,62,59,90,52,81,61,69,92,76,82,60,5,9,8,3,5,1,0,Logical-Mathematical,Female,Computer_Science
STU1179,73,77,68,67,54,83,100,82,67,69,71,47,93,7,9,3,7,3,0,0,Verbal-Linguistic,Female,Law
STU1180,81,61,74,70,63,91,98,78,74,65,61,34,73,5,3,6,7,4,0,0,Intrapersonal,Male,Social_Sciences
STU1181,72,86,53,69,59,81,55,53,65,87,97,81,92,5,3,4,6,8,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU1182,58,73,62,44,55,98,78,53,57,87,44,44,56,3,6,4,7,6,0,0,Interpersonal,Female,Business
STU1183,90,81,88,65,47,74,72,79,77,90,69,40,84,8,3,5,9,5,0,0,Verbal-Linguistic,Female,Education
STU1184,62,70,78,65,66,56,67,22,75,85,81,63,87,6,8,7,8,10,1,0,Bodily-Kinesthetic,Female,Technical_Vocational
STU1185,70,100,80,72,87,72,63,69,69,94,76,80,62,8,9,10,3,4,1,0,Visual-Spatial,Female,Computer_Science
STU1186,68,91,88,57,64,63,61,63,76,83,91,65,80,7,4,3,3,8,0,0,Bodily-Kinesthetic,Female,Technical_Vocational
STU1187,86,57,57,58,47,78,87,77,62,74,44,20,81,5,6,4,9,6,1,0,Verbal-Linguistic,Male,Education
STU1188,46,95,87,44,81,66,70,62,76,100,61,68,70,6,8,7,4,3,1,0,Logical-Mathematical,Male,Computer_Science
STU1189,78,95,93,85,56,66,68,39,67,62,49,58,74,8,8,5,3,9,0,1,Naturalistic,Female,Medicine
STU1190,91,67,76,76,50,90,68,95,83,62,53,56,84,3,7,7,8,5,0,0,Naturalistic,Female,Education
STU1191,56,85,52,56,88,54,64,62,60,93,62,62,63,4,10,7,7,5,1,0,Bodily-Kinesthetic,Female,Computer_Science
STU1192,88,83,71,59,71,73,94,48,91,83,35,56,51,4,8,3,8,6,0,1,Intrapersonal,Male,Social_Sciences
STU1193,64,89,68,52,56,97,84,85,76,65,68,50,66,5,7,4,8,6,0,0,Interpersonal,Male,Business
STU1194,85,74,84,53,62,75,69,74,62,74,56,50,85,5,5,8,10,7,0,0,Verbal-Linguistic,Male,Education
STU1195,58,90,78,70,84,51,64,65,73,97,85,79,65,9,10,7,7,4,0,0,Logical-Mathematical,Male,Computer_Science
STU1196,74,98,96,96,95,76,62,42,100,57,65,82,86,3,8,8,6,4,0,0,Naturalistic,Male,Natural_Sciences
STU1197,68,87,58,74,75,66,65,47,69,62,94,64,79,5,4,7,4,7,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU1198,80,77,68,63,86,53,57,77,66,94,87,67,84,3,4,3,3,9,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU1199,80,70,47,71,68,73,85,95,55,63,34,64,47,7,10,4,10,4,1,0,Verbal-Linguistic,Female,Law
STU1200,52,86,74,87,89,57,79,61,78,83,80,94,69,8,7,6,5,7,1,0,Naturalistic,Male,Engineering
STU1201,93,62,85,75,81,84,88,93,80,36,58,57,59,9,9,7,8,3,0,1,Bodily-Kinesthetic,Male,Law
STU1202,68,83,51,84,77,58,72,77,50,84,70,87,57,3,10,7,3,5,1,1,Logical-Mathematical,Male,Computer_Science
STU1203,58,92,65,41,81,75,76,59,84,91,64,84,94,5,8,9,4,4,0,0,Bodily-Kinesthetic,Male,Computer_Science
STU1204,86,78,48,60,57,92,75,52,54,67,45,54,64,7,4,3,8,4,0,0,Interpersonal,Male,Business
STU1205,84,74,69,60,52,68,61,88,79,55,50,53,76,4,4,10,8,3,0,1,Verbal-Linguistic,Male,Arts_Humanities
STU1206,83,79,71,53,70,83,89,93,68,60,75,36,75,10,7,3,10,8,0,1,Verbal-Linguistic,Female,Law
STU1207,90,39,52,66,77,76,63,81,63,74,68,51,88,6,5,6,10,5,0,0,Verbal-Linguistic,Male,Education
STU1208,87,87,70,75,56,49,73,83,53,67,59,54,62,8,7,7,7,7,0,1,Verbal-Linguistic,Male,Arts_Humanities
STU1209,75,84,78,91,68,73,44,50,72,63,58,85,40,10,8,5,6,10,1,0,Naturalistic,Male,Medicine
STU1210,63,70,58,69,92,76,69,68,75,59,100,66,97,8,4,5,3,10,0,1,Bodily-Kinesthetic,Male,Technical_Vocational
STU1211,70,84,52,81,70,86,62,72,62,89,70,38,54,5,7,7,9,4,1,0,Interpersonal,Male,Business
STU1212,80,80,57,59,50,88,45,92,51,48,35,15,70,3,4,8,8,8,0,1,Verbal-Linguistic,Female,Arts_Humanities
STU1213,51,99,46,88,99,59,68,61,42,96,99,75,80,7,8,7,7,10,1,0,Visual-Spatial,Female,Engineering
STU1214,84,78,65,49,86,98,92,82,75,60,52,34,53,9,8,3,9,7,0,1,Verbal-Linguistic,Male,Law
STU1215,86,79,70,62,61,57,83,99,76,85,62,53,78,8,3,6,8,5,1,0,Verbal-Linguistic,Female,Education
STU1216,68,72,86,82,71,56,58,34,48,61,57,74,51,7,3,7,6,7,1,1,Naturalistic,Female,Medicine
STU1217,52,86,45,67,82,56,47,74,54,94,77,79,73,5,9,9,4,7,0,0,Logical-Mathematical,Male,Computer_Science
STU1218,75,62,74,64,66,68,79,86,73,96,55,82,74,4,4,6,10,7,0,1,Verbal-Linguistic,Female,Education
STU1219,87,57,56,40,46,73,75,90,65,62,54,62,88,7,6,6,10,4,0,0,Intrapersonal,Male,Education
STU1220,73,56,89,96,68,72,42,63,61,77,46,79,43,9,7,4,8,8,1,0,Naturalistic,Female,Medicine
STU1221,21,89,42,63,72,81,75,61,70,87,95,70,84,3,6,8,4,9,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU1222,90,89,98,86,84,79,57,85,72,84,100,88,48,9,10,6,7,8,1,1,Visual-Spatial,Female,Engineering
STU1223,50,73,56,69,61,85,83,38,48,64,47,42,48,3,4,6,10,8,0,0,Interpersonal,Male,Business
STU1224,55,86,65,79,72,75,38,54,64,62,83,57,86,3,3,8,8,7,0,0,Logical-Mathematical,Male,Technical_Vocational
STU1225,90,74,60,68,53,79,68,60,66,66,52,54,71,8,3,3,10,7,0,1,Interpersonal,Female,Business
STU1226,83,76,63,76,44,78,76,88,72,81,58,70,67,6,5,4,9,5,0,0,Verbal-Linguistic,Female,Education
STU1227,64,78,66,63,58,100,64,64,75,74,44,48,78,3,3,7,10,4,1,0,Interpersonal,Female,Business
STU1228,69,73,88,100,71,46,63,51,93,40,48,64,68,8,8,7,5,7,1,0,Naturalistic,Female,Medicine
STU1229,63,80,64,73,90,81,56,49,65,84,93,68,73,5,8,7,6,7,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU1230,84,84,70,66,51,100,76,62,68,81,70,85,50,4,4,5,7,6,0,0,Interpersonal,Female,Business
STU1231,51,87,76,84,84,69,59,55,82,51,73,83,76,8,7,5,4,8,0,0,Naturalistic,Female,Natural_Sciences
STU1232,78,73,83,84,81,31,70,85,64,69,53,78,66,8,4,7,7,8,1,0,Naturalistic,Male,Medicine
STU1233,91,89,72,99,84,57,72,62,61,93,86,75,38,7,9,6,5,9,0,0,Visual-Spatial,Male,Engineering
STU1234,72,86,81,60,87,76,60,51,78,95,50,78,65,4,8,7,8,7,1,1,Logical-Mathematical,Female,Computer_Science
STU1235,74,67,77,65,65,62,73,77,92,56,49,18,74,9,4,7,7,4,0,0,Logical-Mathematical,Male,Education
STU1236,80,67,63,63,46,92,79,48,70,79,62,61,67,4,4,4,7,5,0,0,Interpersonal,Female,Business
STU1237,60,89,92,92,87,63,69,61,100,53,56,87,70,5,10,7,4,6,1,0,Naturalistic,Male,Natural_Sciences
STU1238,85,62,70,76,65,88,53,98,79,66,62,38,78,5,6,9,8,8,0,0,Naturalistic,Male,Arts_Humanities
STU1239,60,78,74,63,71,62,53,51,75,71,89,60,90,5,5,4,6,7,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU1240,41,92,85,87,81,66,51,63,73,93,97,85,77,7,9,3,5,10,1,0,Verbal-Linguistic,Male,Engineering
STU1241,60,94,87,83,98,64,68,71,87,62,63,89,87,4,7,5,4,7,1,0,Naturalistic,Female,Natural_Sciences
STU1242,87,73,66,57,62,66,79,91,58,60,51,49,41,7,9,3,7,8,0,1,Verbal-Linguistic,Female,Law
STU1243,93,64,58,67,47,73,76,82,69,66,44,78,46,8,8,5,9,6,1,0,Verbal-Linguistic,Male,Law
STU1244,61,93,93,83,87,94,62,74,90,53,80,82,75,9,10,6,5,7,1,0,Naturalistic,Female,Natural_Sciences
STU1245,82,74,82,69,69,78,82,92,61,71,51,37,60,9,7,3,8,3,0,1,Verbal-Linguistic,Female,Law
STU1246,86,63,75,60,52,76,84,82,73,77,41,71,71,5,4,4,8,3,0,0,Verbal-Linguistic,Male,Education
STU1247,68,81,80,99,79,79,80,69,89,96,91,88,74,7,10,7,6,10,1,1,Visual-Spatial,Female,Engineering
STU1248,64,80,78,56,81,47,39,73,67,98,82,92,61,6,8,7,3,7,0,0,Logical-Mathematical,Male,Computer_Science
STU1249,52,68,61,88,73,64,58,61,67,71,77,53,81,3,5,3,7,8,0,0,Bodily-Kinesthetic,Female,Technical_Vocational
STU1250,84,65,75,66,46,90,97,77,80,64,55,41,62,5,4,7,8,8,0,1,Intrapersonal,Female,Social_Sciences
STU1251,89,59,49,68,67,64,83,92,59,62,66,32,47,8,7,4,8,3,0,0,Verbal-Linguistic,Female,Law
STU1252,80,73,67,53,85,76,64,86,69,67,62,55,54,9,4,7,3,4,0,0,Verbal-Linguistic,Female,Arts_Humanities
STU1253,63,100,50,65,84,81,87,67,86,91,55,92,88,6,10,10,8,6,1,0,Logical-Mathematical,Female,Computer_Science
STU1254,58,86,84,89,88,49,54,49,69,91,100,82,33,10,8,3,3,7,1,1,Visual-Spatial,Female,Engineering
STU1255,93,50,92,43,73,76,84,85,76,79,42,61,67,3,6,3,10,8,0,0,Verbal-Linguistic,Male,Education
STU1256,85,77,78,59,60,100,77,56,62,79,60,56,62,8,5,7,8,8,1,1,Interpersonal,Female,Business
STU1257,85,71,66,90,84,73,45,64,59,93,95,86,71,9,8,6,5,8,0,0,Visual-Spatial,Female,Engineering
STU1258,92,68,75,61,64,78,57,96,66,74,63,60,61,8,5,10,8,3,0,0,Visual-Spatial,Male,Arts_Humanities
STU1259,76,85,64,58,86,92,53,69,63,81,70,70,64,9,8,8,8,8,1,0,Logical-Mathematical,Female,Computer_Science
STU1260,80,64,42,58,52,87,68,63,84,49,54,58,62,5,8,3,7,7,0,1,Intrapersonal,Female,Social_Sciences
STU1261,79,76,85,76,72,78,75,56,56,83,32,69,60,8,5,5,6,10,0,1,Interpersonal,Male,Medicine
STU1262,91,57,58,69,70,65,89,93,59,70,59,54,68,8,8,6,9,5,1,0,Verbal-Linguistic,Female,Law
STU1263,74,82,91,86,48,56,75,68,60,49,37,66,74,7,6,5,8,9,0,0,Intrapersonal,Female,Medicine
STU1264,91,73,83,55,43,65,76,84,73,58,82,77,53,8,6,7,7,4,0,1,Bodily-Kinesthetic,Male,Arts_Humanities
STU1265,70,88,85,57,93,95,63,42,72,93,72,90,78,9,9,8,7,4,1,0,Logical-Mathematical,Male,Computer_Science
STU1266,70,78,62,53,93,65,70,57,60,92,80,76,50,7,7,7,7,4,0,0,Logical-Mathematical,Male,Computer_Science
STU1267,75,72,49,62,56,74,72,53,48,83,48,46,82,4,3,6,10,7,0,0,Interpersonal,Male,Business
STU1268,85,59,56,55,53,59,60,86,69,66,42,46,73,8,3,9,4,8,0,0,Verbal-Linguistic,Male,Arts_Humanities
STU1269,85,65,70,55,59,81,79,73,85,70,67,39,48,3,7,5,10,6,0,1,Intrapersonal,Female,Social_Sciences
STU1270,79,74,90,84,73,64,69,55,61,69,63,41,59,9,3,7,6,9,0,1,Bodily-Kinesthetic,Female,Medicine
STU1271,83,73,80,43,78,96,74,97,79,80,63,58,88,3,4,6,8,8,1,1,Interpersonal,Female,Education
STU1272,76,85,92,89,89,73,64,83,82,53,57,94,70,8,9,6,6,5,0,0,Naturalistic,Female,Natural_Sciences
STU1273,87,80,80,76,83,80,87,84,87,35,67,54,43,9,8,4,9,8,0,1,Verbal-Linguistic,Female,Law
STU1274,85,82,68,72,90,43,62,73,54,85,76,84,69,8,7,7,3,6,1,1,Logical-Mathematical,Female,Computer_Science
STU1275,87,90,65,66,56,61,71,94,43,62,57,46,52,6,7,7,3,5,0,0,Verbal-Linguistic,Male,Arts_Humanities
STU1276,59,88,60,65,86,71,69,32,39,92,70,84,75,6,7,10,5,4,1,1,Logical-Mathematical,Female,Computer_Science
STU1277,86,72,92,85,80,55,57,50,80,60,47,70,73,10,6,4,6,9,1,0,Naturalistic,Male,Medicine
STU1278,75,74,71,69,67,92,81,58,76,66,86,59,76,9,3,8,6,10,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU1279,67,98,72,84,71,64,76,61,87,93,72,92,67,8,9,8,3,7,1,0,Visual-Spatial,Female,Engineering
STU1280,85,77,74,93,61,65,52,77,52,58,61,44,51,7,5,7,6,5,0,1,Verbal-Linguistic,Male,Arts_Humanities
STU1281,83,62,71,86,54,84,91,71,81,52,76,58,67,6,5,3,8,4,1,0,Interpersonal,Male,Social_Sciences
STU1282,77,49,80,67,61,57,79,90,79,77,64,60,52,5,4,3,7,5,1,1,Verbal-Linguistic,Female,Education
STU1283,100,22,69,59,42,88,83,82,91,73,52,56,73,3,3,7,8,6,0,1,Intrapersonal,Female,Social_Sciences
STU1284,64,89,57,62,90,67,78,59,63,99,68,73,77,3,9,9,3,5,0,0,Naturalistic,Female,Computer_Science
STU1285,68,89,64,57,45,100,74,49,55,83,50,33,60,6,6,3,7,8,0,0,Interpersonal,Male,Business
STU1286,88,80,81,67,65,67,79,77,71,42,43,38,62,5,6,7,3,5,1,1,Verbal-Linguistic,Male,Arts_Humanities
STU1287,60,83,65,70,75,54,71,50,73,93,75,80,55,6,8,7,7,7,1,0,Verbal-Linguistic,Female,Computer_Science
STU1288,66,61,62,47,63,89,88,55,67,64,34,51,56,5,7,3,10,8,1,1,Interpersonal,Male,Business
STU1289,65,87,67,93,94,61,39,55,63,81,80,87,64,6,8,7,5,3,1,0,Logical-Mathematical,Female,Computer_Science
STU1290,61,78,51,52,86,85,51,80,63,87,61,100,87,9,10,10,5,5,1,0,Logical-Mathematical,Male,Computer_Science
STU1291,66,71,67,29,74,90,69,85,37,86,40,40,65,9,3,7,7,8,1,0,Interpersonal,Male,Business
STU1292,60,65,68,95,91,75,70,84,70,94,74,66,88,9,10,6,6,7,0,0,Logical-Mathematical,Male,Engineering
STU1293,87,65,55,48,47,78,90,84,71,57,67,52,62,7,3,3,10,3,0,0,Intrapersonal,Female,Social_Sciences
STU1294,100,60,67,61,63,84,85,86,71,84,61,53,76,3,5,6,7,8,0,0,Verbal-Linguistic,Male,Education
STU1295,92,87,86,69,88,57,59,56,92,66,79,81,90,9,7,5,5,6,1,1,Naturalistic,Male,Natural_Sciences
STU1296,66,100,82,92,73,73,61,47,54,99,86,77,40,7,10,8,3,9,1,0,Visual-Spatial,Female,Engineering
STU1297,58,92,44,85,71,71,65,77,76,92,100,91,55,9,7,5,3,7,1,0,Visual-Spatial,Male,Engineering
STU1298,97,91,73,49,83,86,79,58,46,89,65,82,68,7,9,10,4,8,1,0,Logical-Mathematical,Male,Computer_Science
STU1299,84,47,61,57,62,67,70,94,63,69,78,68,85,8,4,4,8,5,0,0,Intrapersonal,Female,Education
STU1300,78,63,76,70,39,95,64,92,65,68,65,56,85,8,5,6,8,4,0,1,Verbal-Linguistic,Male,Education
STU1301,72,84,65,54,91,59,75,68,57,81,63,82,63,9,7,10,5,5,0,0,Logical-Mathematical,Female,Computer_Science
STU1302,72,86,43,95,69,68,53,55,67,73,86,62,89,7,4,5,7,7,0,0,Logical-Mathematical,Male,Technical_Vocational
STU1303,71,82,69,69,100,82,78,56,76,88,80,95,59,7,9,10,7,3,1,0,Logical-Mathematical,Female,Computer_Science
STU1304,84,62,66,55,52,88,77,71,82,60,46,60,64,8,8,4,7,6,0,1,Intrapersonal,Female,Social_Sciences
STU1305,80,52,76,54,70,80,76,92,72,69,76,46,54,3,8,5,7,4,0,0,Verbal-Linguistic,Male,Education
STU1306,49,94,95,86,81,68,56,72,79,61,81,72,68,8,7,8,4,3,1,0,Naturalistic,Male,Natural_Sciences
STU1307,91,64,84,62,54,70,77,100,74,66,30,41,89,6,4,5,9,4,0,0,Verbal-Linguistic,Female,Education
STU1308,56,84,93,93,91,70,66,58,79,84,58,69,93,9,8,8,5,6,1,0,Naturalistic,Female,Natural_Sciences
STU1309,69,87,65,47,65,70,85,81,55,79,41,41,67,7,6,8,9,7,0,1,Interpersonal,Male,Business
STU1310,69,96,88,78,68,79,50,45,86,65,76,84,91,3,8,4,6,8,1,0,Naturalistic,Female,Natural_Sciences
STU1311,70,88,51,45,91,84,78,37,72,96,79,91,80,3,8,10,7,7,1,0,Logical-Mathematical,Male,Computer_Science
STU1312,68,91,84,98,92,86,74,49,92,44,51,88,95,8,10,6,3,5,1,0,Naturalistic,Male,Natural_Sciences
STU1313,78,53,65,51,53,96,78,79,99,53,65,55,72,3,3,4,10,4,1,1,Intrapersonal,Female,Social_Sciences
STU1314,61,83,89,90,95,59,65,45,90,63,65,87,77,4,10,8,6,6,1,0,Naturalistic,Male,Natural_Sciences
STU1315,81,66,54,62,57,61,69,86,59,62,56,50,65,9,3,7,8,8,1,0,Verbal-Linguistic,Male,Arts_Humanities
STU1316,79,56,83,63,33,77,88,83,67,67,50,67,55,3,7,4,8,5,0,0,Bodily-Kinesthetic,Female,Education
STU1317,71,38,66,65,56,66,59,85,55,59,65,58,65,5,5,9,7,7,0,1,Bodily-Kinesthetic,Female,Arts_Humanities
STU1318,100,67,66,77,46,84,90,81,77,67,50,14,64,7,9,7,9,4,0,1,Verbal-Linguistic,Female,Law
STU1319,56,89,56,63,89,65,62,75,60,88,63,81,39,4,7,9,6,5,0,0,Logical-Mathematical,Female,Computer_Science
STU1320,77,97,86,78,95,40,62,54,71,95,74,90,66,3,9,8,6,4,1,1,Logical-Mathematical,Female,Computer_Science
STU1321,80,92,80,94,70,90,76,64,51,94,81,62,67,8,7,3,5,9,1,1,Naturalistic,Male,Medicine
STU1322,53,71,89,83,86,62,73,62,55,93,77,83,28,10,10,4,7,7,1,0,Visual-Spatial,Male,Engineering
STU1323,68,80,91,81,96,59,75,50,77,63,67,80,83,9,7,4,7,8,1,0,Naturalistic,Male,Natural_Sciences
STU1324,87,90,80,84,84,71,87,66,72,87,80,80,61,9,8,3,3,7,1,0,Bodily-Kinesthetic,Female,Engineering
STU1325,69,75,71,65,68,75,56,61,79,65,87,57,100,6,5,6,6,7,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU1326,73,73,44,61,40,80,74,63,58,74,56,39,65,4,5,8,7,8,1,0,Interpersonal,Female,Business
STU1327,76,83,77,81,79,56,55,52,54,90,95,89,90,7,9,3,8,10,1,0,Visual-Spatial,Male,Engineering
STU1328,90,69,59,70,50,79,91,89,69,67,52,63,64,9,7,6,8,5,0,0,Verbal-Linguistic,Female,Law
STU1329,95,59,65,58,63,76,68,82,76,86,70,57,65,9,4,4,9,6,0,0,Verbal-Linguistic,Male,Education
STU1330,100,69,72,64,38,50,63,94,79,67,39,18,72,4,4,10,4,4,0,1,Verbal-Linguistic,Male,Arts_Humanities
STU1331,75,62,52,71,78,85,98,68,83,57,56,46,45,7,6,3,8,4,0,0,Visual-Spatial,Male,Social_Sciences
STU1332,90,49,62,47,55,100,71,90,76,78,41,68,76,5,3,8,10,7,0,0,Verbal-Linguistic,Male,Education
STU1333,67,79,100,88,87,55,66,60,64,56,58,82,47,9,6,8,7,7,0,1,Naturalistic,Male,Medicine
STU1334,29,73,65,69,71,64,54,57,79,71,91,69,81,5,8,3,7,8,0,0,Bodily-Kinesthetic,Female,Technical_Vocational
STU1335,49,68,56,62,86,44,56,46,63,77,80,69,89,5,3,5,8,9,1,0,Bodily-Kinesthetic,Female,Technical_Vocational
STU1336,74,58,74,48,43,78,61,85,66,86,46,52,67,6,6,3,7,3,0,0,Verbal-Linguistic,Male,Education
STU1337,67,80,80,83,74,83,60,54,56,86,85,64,75,8,9,5,4,8,0,0,Visual-Spatial,Male,Engineering
STU1338,85,66,69,73,76,84,79,80,100,79,63,63,65,7,4,5,9,5,0,0,Verbal-Linguistic,Female,Education
STU1339,68,82,60,48,88,64,64,49,77,91,58,77,61,4,9,8,8,4,0,0,Logical-Mathematical,Male,Computer_Science
